GATA1_186T_110C_revision	110C-186-GATA1
GATA1_186T_110C	110C-186-GATA1
GATA1_110C_revision	110C-GATA1
GATA1_110C_rep2	110C-GATA1
GATA1_186T_113G	113-186-GATA1
GATA1_186T_113G_revision	113-186-GATA1
GATA1_113G_revision	113-GATA1
GATA1_113G_2	113-GATA1
GATA1_186T_13nt_revision	13nt-186-GATA1
GATA1_186T_13nt_rep1	13nt-186-GATA1
GATA1_13nt_revision	13nt-GATA1
GATA1_13nt_rep2	13nt-GATA1
